text,label
RT @BigxCool: RT if you're on the slope to 30 and still feel 17,not depression
im feeling so so insecure,not depression
im choosing to feel bad and should stop is absolutely ludicrous,depression
i have simply not feel like learning those unimportant stuff,depression
i feel that i know some of you i get a little glimpse into your lives feel sad when you are sad and happy for you when things go right,depression
i do find most to be geocentric and i feel we sure do get enough of them,not depression
RT @JFish13: Where has this been all year? But still #FireCashman #Yankees,not depression
i wanna scream out my feelings that i keep until it bleeds the life is sometimes prejudiced it kills happiness thus it becomes even worst feeling like the life is now meaningless why should i be the victim,depression
@KenSuttling Yankees beat then in the Grapefruit league the other day.,not depression
@panchoftf red and yellow it should be then,not depression
i know my children feel valued as equal members of our family,not depression
i know tv isnt everyones cup of tea so if that includes you feel free to scroll down a bit,not depression
i look back on that moment of my writing life and feel a bit ashamed that there is a part of me that wants to wrap up the everything theory series and then pack up the story ideas and call it a day,depression
i was feeling very stressed with all that i had to get accomplished in the little amount of time that i had,not depression
RT @Anastacia_Cole: I like being Asian and all but it's a struggle having squinty eyes in every picture,not depression
im so great for having gone to that class feeling was gone replaced by a sense of melancholy for what once was for the body that used to be able to move,depression
"RT @ClerkofOxford: In Anglo-Saxon calendars, 7 November is considered the first day of winter - 'Winter's Day': http://t.co/IhrCkeCqdA http&#8230;",not depression
@dabbba @Pinchehonkey Far as I can tell coon tracks on the cab door window - tractor was parked by some trees away from home,not depression
i feel inspired to make some of the christmas presents im giving away,not depression
i don t feel so fearless,not depression
"I hate ""chunky"" pasta sauce. KEEP PESKY VEGETABLES WAY FROM ME",not depression
i doubt theres any greater reluctance by federal authorities to employ tear gas and plain force if they feel threatened,not depression
"Do you have a nickname? What is it? &#8212; Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... http://t.co/xLBhDJfBF4",not depression
i did this all a href http feeling groggy,depression
RT @fatguythe: *sings Careless Whisper to broken 7 year old flip flop on the way to the trash,not depression
i do not always find myself feeling thankful but over the years i ve gathered a few tricks that allow me to feel grateful in the face of moments when the last thing i want to do is say thanks,not depression
im currently feeling cranky for silly reasons im now going to complain,not depression
i know ill feel shitty the whole time,depression
i left malaysia feeling pleased that i d finished my first full race and excited about what we achieved on sunday at sepang,not depression
i love taylor swift because she has so many inspiring song and her song always represent what i feel and she is so damn gorgeous and she is very nice to her fans,not depression
i will tell you honestly that children generally can be very trying for me but when it comes to being a support to help them overcome circumstances and rise above it i feel my experience in that field is valuable and beneficial,not depression
"RT @kevinkoski: If Jeremy Lin dunked on Lebron in a Yankees cap, and then celebrated by Tebowing in front of Brett Favre, would ESPN exp ...",not depression
RT @Lmao: When I make the paper ball into the trash can. &#128240;&#127936;&#128168; http://t.co/VjeGtjEP3X,not depression
i feel overly burdened by even the smallest responsibility so the large responsibilities that i have recently agreed to are burrowing their way into my brain and tickling my subconscious at all hours,depression
i feel convinced plus so many diverse price tags that i feel sure everyone should come up with the funds to have their plot to be lighted up relatively economically,not depression
i wanted to feel assured,not depression
i don t particularly have too much to say on it as it works well but doesn t particularly feel like it s something very clever or new,not depression
i was feeling like amy winehouse and planning my own trip to the betty ford clinic upon my less than triumphant return to australia,not depression
i say this because she never truly gets a choice or the freedom to decide what to do with her life which makes it hard not to feel like she got the less dirty end of a really shitty stick,depression
Panda Express is so trash but I wanted Chinese and didn't feel like gettin out the car,not depression
RT @studio6263: M&amp;S bids for most social Christmas yet with &#8216;Follow the Fairies&#8217; campaign http://t.co/5OaL2EHhG2 #CLE #marketing,not depression
i feel that all music has some artistic value but with so much music out there is modern pop really worth investing your time in,not depression
